id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1014290973000187924,"Blueground | Downtown, concierge, w/d & gym",107434423,1462889176402806013,Blueground,,Downtown,42.3537627,-71.05305440000001,Entire home/apt,,30,0,,,287,124,0,
1014554714716976388,Sunny Bedroom + Private Bath 3D,16612533,1462990857401466263,Matthew,,Dorchester,42.28328,-71.07392,Private room,,30,0,,,17,120,0,
1014835004620996772,2 BDR/2b- walk to Seaport & BCEC,83935110,1467015134217263954,Lucio,,South Boston,42.33951,-71.04908,Entire home/apt,,1,166,2025-12-10,6.52,1,221,74,STR-541462
1015868677826243857,Kitchen basics ideal for cooking simple meals,544558363,1470438691389553549,The Inn At Longwood Medical,,Longwood Medical Area,42.3383407,-71.1066156,Private room,,1,1,2025-10-26,0.48,6,80,1,Exempt: This listing is a hotel or motel
1015984680697576747,King Studio Room at Hotel Boston,518080572,1470330998972127479,Anwar,,Brighton,42.3417319,-71.1431193,Private room,,1,4,2024-06-11,0.15,2,309,0,Exempt: This listing is a hotel or motel
1016049727705272154,Smart Queen Bedr w/ Ensuite Bathr,13819661,1462923807412610119,Jennifer,,Dorchester,42.297296271741395,-71.07495618643411,Private room,,31,3,2025-09-27,0.13,2,48,1,STR-540680
1016073168618373294,Chic Queen Bedr Shared Bathroom,13819661,1462923807412610119,Jennifer,,Dorchester,42.29909119250435,-71.07462229640532,Private room,,31,4,2024-11-01,0.17,2,46,0,STR-540680
1018290267718030960,Back-Bay Penthouse Downtown & Parking & GYM,463475392,1469699457630744455,Jonah Magno,,Bay Village,42.3504464,-71.06818659999999,Entire home/apt,,29,34,2025-02-16,1.32,6,278,1,Exempt: This listing is a unit used for furnished institutional or business stays
1018394463652385372,Cozy Room close to downtown Boston,11124961,1462577309681365208,Maddie,,Roxbury,42.3167015,-71.09033,Private room,,2,22,2025-09-20,0.95,1,356,7,STR-545309
1018956196236343821,Roomy 4bed loft | Family Friendly,365116307,1469734785463392741,Healing Homes,,Downtown,42.35515,-71.06029,Entire home/apt,,1,124,2025-12-03,4.79,27,38,57,STR-466837
1019496762697723930,"Blueground | Back Bay, gym & w/d, nr shopping",107434423,1462889176402806013,Blueground,,Bay Village,42.34992,-71.06943,Entire home/apt,,30,0,,,287,147,0,
1019584694797746410,Savin Hill Private Modern Private Room near UMass,84744174,1462836397966995559,Sean,,Dorchester,42.31522399948368,-71.06012639303404,Private room,,91,0,,,4,218,0,
1020315821798174419,Modern 1 BR Apt w| Full Kitchen & Private Driveway,545286374,1470441327629322731,Sully And Indira,,Mattapan,42.27187897503607,-71.10258345199047,Entire home/apt,,29,70,2025-10-07,2.70,1,364,11,STR-606876
1021168700079441081,Cozy Room with 2 Beds and Den: Sofa & TV@3rd Floor,541993082,1470428366531447395,Anna And Samuel,,West Roxbury,42.27806935267941,-71.14832114425923,Private room,,1,58,2025-11-30,2.25,4,160,26,STR-542608
1021189333964851646,Charming & Cozy Large Room with 2 Single Beds & TV,541993082,1470428366531447395,Anna And Samuel,,West Roxbury,42.27645686721316,-71.14642770989873,Private room,,1,42,2025-11-16,1.72,4,169,20,STR-542608
1022432953309125008,Near Harvard Business 2-1,15154687,1462593006369650043,Taskin,,Allston,42.359346922456304,-71.13100193016858,Private room,,1,165,2025-12-16,6.41,19,358,78,str-544976
1022550200701829396,3rd FloorWhole Apartment 2beds/2living room,14338444,1462589887884049470,Jason,,Roslindale,42.2907942,-71.1232016,Entire home/apt,,3,25,2025-10-23,0.97,2,357,11,STR-544729
1022610743545208365,4BR 2BA North End Apt – 7 Min Walk to TD Garden,37907846,1465567199260055273,Boston,,North End,42.367698809340304,-71.05652550646049,Entire home/apt,,1,97,2025-11-23,3.75,15,114,32,Exempt: This listing is a unit used for furnished institutional or business stays
1022632138884104441,"(MGH9-2) MGH, Dining, Shopping, Beacon Hill!",351555234,1470512703190615862,Together We Rise,,Beacon Hill,42.36059691812873,-71.06669379762403,Entire home/apt,,1,76,2025-10-11,2.96,12,237,29,STR-543851
1022693760006872584,"TDGarden,Celtics/Bruins, Lil Italy,North End",37907846,1465567199260055273,Boston,,North End,42.36572,-71.05739,Entire home/apt,,1,121,2025-12-12,4.70,15,198,49,Exempt: This listing is a unit used for furnished institutional or business stays
1022697149341928950,Back Bay Heart 3BR 2BAA Condo,163848078,1463027460596198880,Adam,,Back Bay,42.34383,-71.08303,Entire home/apt,,1,23,2025-11-30,0.95,35,252,9,Str-692073
1022712051180408897,"(MGH7-2) Public Gardens, Hospitals, Dining, Shops!",351555234,1469701250380087434,Together We Rise,,Beacon Hill,42.36074191274217,-71.06712585168069,Entire home/apt,,1,52,2025-11-06,2.54,12,199,24,str-543851
1023273262818823373,"(T6) Boho Retreat, Prime Location, Food, Walkable!",371640674,1470512703190615862,Together We Rise,,South End,42.34085,-71.07557,Entire home/apt,,1,52,2025-12-07,2.03,18,248,21,str-561975
1023342935103052115,Luxury apt in Boston,163848078,1463027460596198880,Adam,,Jamaica Plain,42.32844,-71.1123,Entire home/apt,,29,0,,,35,306,0,STR-274567
1023431870317596538,A King Bed | Apartment | Middle of Boston,501889213,1463849225445308817,J Lucky,,Roxbury,42.32776745773926,-71.08654071441475,Entire home/apt,,1,182,2025-12-16,10.99,7,30,136,STR-571341
1023475844472913426,Spacious 2BR 2BA Condo |Boston Downtown,163848078,1463027460596198880,Adam,,Downtown,42.35078,-71.06499,Entire home/apt,,2,18,2025-12-07,1.16,35,246,15,str-678299
1023481730628193684,Luxurious 2BR 2BA Back bay heart with amazing view,163848078,1463027460596198880,Adam,,Back Bay,42.3492,-71.08039,Entire home/apt,,3,9,2025-02-12,0.37,35,337,2,str-679194
1023901162503341598,"(FB2) Fenway 3 Brm, W/D Near Hospitals!",233908696,1463245100596399025,Together We,,Fenway,42.34147619289917,-71.09977461148691,Entire home/apt,,1,138,2025-11-26,5.43,8,202,54,STR-571666
1023968409024670674,3 Bed w/Free Parking in North End | Peapod Rentals,130680380,1468309000716951437,Jodie,,Downtown,42.36717,-71.05893,Entire home/apt,,29,72,2025-08-13,2.97,15,247,33,STR-461702
1024009392861605705,Nice Oasis Nr.Downtown & Airport,5618949,1462541500925995654,Alan Edwards,,East Boston,42.37809941816045,-71.03205981485941,Entire home/apt,,29,62,2025-10-30,2.56,8,233,31,STR-419049
1024014077134692634,Luxury water view 2 Br 2Ba Boston,163848078,1463027460596198880,Adam,,Jamaica Plain,42.32835,-71.11052,Entire home/apt,,29,5,2024-09-09,0.21,35,309,0,Str-735468
1024031166284164679,(3-1) Charming Budget Friendly Back Bay Studio!,331225367,1469637405363276106,Foster Love,,Fenway,42.34782620453606,-71.09042789612064,Entire home/apt,,1,80,2025-12-11,3.10,5,303,35,STR-571669
1024032191832813325,"(F31) Fenway Park, 2 Beds, Sunny, Simple & Clean!",233908696,1463245100596399025,Together We,,Fenway,42.342726029626704,-71.09958197662118,Entire home/apt,,1,106,2025-12-19,4.24,8,149,48,STR-571661
1024213782261169207,H1_Room 4 miles To Downtown Boston/BCEC,541813300,1470427724054736466,Dan,,Dorchester,42.32433,-71.06019,Private room,,29,41,2025-10-17,1.61,20,365,5,STR-545055
1024251769810288945,H2_Room 4 miles To Downtown Boston/BCEC,541813300,1470427724054736466,Dan,,Dorchester,42.32428,-71.05868,Private room,,29,50,2025-10-19,1.95,20,365,7,STR-545055
1024263072659351531,H3_Room 4 miles To Downtown Boston/BCEC,541813300,1470427724054736466,Dan,,Dorchester,42.32320737453472,-71.060633815868,Private room,,29,34,2025-10-26,1.35,20,365,2,STR-545055
1024275211393339254,H4_Room 4 miles To Downtown Boston/BCEC,541813300,1470427724054736466,Dan,,Dorchester,42.324286914774305,-71.06022887408173,Private room,,29,32,2025-10-25,1.25,20,365,6,STR-545055
1024374903775398710,"Blueground | South End, in-unit w/d, nr museum",107434423,1462889176402806013,Blueground,,South End,42.3365973,-71.0742753,Entire home/apt,,30,0,,,287,30,0,
1024455469327646600,Individual bedroom 2,493644675,1463833499390042719,Tasha,,Dorchester,42.29204,-71.0744,Private room,,1,61,2025-10-26,2.37,3,355,27,STR-544890
1024462753101370264,Individual bedroom 3,493644675,1463833499390042719,Tasha,,Dorchester,42.29325,-71.07544,Private room,,1,30,2025-10-12,1.50,3,357,10,STR-544890
1024531019634122184,Ridgewood-3,351582312,1469681432539414292,Daniel,,Dorchester,42.303297338260215,-71.0658498145345,Private room,,29,10,2024-10-08,0.39,29,364,0,STR-545039
1024531795851771780,Ridgewood-1,351582312,1469681432539414292,Daniel,,Dorchester,42.30317004114278,-71.06408066401355,Private room,,29,24,2025-04-22,0.93,29,365,3,STR-525122
1024561018402020307,Ridgewood-2,351582312,1469681432539414292,Daniel,,Dorchester,42.30326017552693,-71.06580831446388,Private room,,29,3,2025-04-03,0.12,29,365,1,STR-525122
1024608597171696469,Chic Modern 2 bed Apartment W/ Exposed Brick,365116307,1469734785463392741,Healing Homes,,Downtown,42.35562,-71.06243,Entire home/apt,,29,4,2025-02-20,0.34,27,35,4,Exempt: This listing is a unit that has contracts with hospitals
1024653749331420285,Boston Central Location Famous Nightlife Chinatown,73341042,1466904707597137434,Natalia,,Downtown,42.35053530592508,-71.06397943403081,Entire home/apt,,1,72,2025-12-21,2.88,2,312,28,STR-545048
1024726941744490674,Stunning 1BR | Steps to Fenway!,382451810,1469783251184910688,Healing Homes,,Fenway,42.34875257267978,-71.09304196081419,Entire home/apt,,29,57,2025-01-25,2.22,43,62,2,Exempt: This listing is a unit that has contracts with hospitals
1024732228158881755,Renovated One Bedroom in Back Bay,9410008,1462813405226616143,Jason,,Back Bay,42.34977689999999,-71.089541,Entire home/apt,,3,47,2025-11-10,1.89,16,257,24,STR-544863
1024957968489135882,Ridgewood-4,351582312,1469681432539414292,Daniel,,Dorchester,42.30309,-71.0657,Private room,,29,17,2025-04-02,0.66,29,268,5,STR-545039
1024967885283505532,Ridgewood-8,351582312,1469681432539414292,Daniel,,Dorchester,42.30362,-71.066,Private room,,29,19,2025-03-29,0.75,29,270,3,STR-545056
1024968111334874972,Ridgewood-7,351582312,1469681432539414292,Daniel,,Dorchester,42.30131,-71.0647,Private room,,29,17,2025-05-09,0.67,29,179,5,STR-545056
1024968403716975800,Ridgewood-6,351582312,1469681432539414292,Daniel,,Dorchester,42.30322,-71.06434,Private room,,29,10,2025-04-02,0.39,29,263,3,STR-545056
1024968770724383641,Ridgewood-5,351582312,1469681432539414292,Daniel,,Dorchester,42.30150250313112,-71.06572356187951,Private room,,29,26,2025-05-11,1.02,29,263,6,STR-545039
1025011120019358023,Theatre District. Bost. Common. DnTown. LongTm.54,757253,1462528464270965620,Lee,,Downtown,42.35122514726618,-71.06298213008692,Entire home/apt,,29,78,2025-11-03,3.10,9,365,6,Exempt: This listing is a unit used for furnished institutional or business stays
1025420770925726257,"Airy, Pet-friendly, FiDi studio",382451810,1469783251184910688,Healing Homes,,Downtown,42.35524926271063,-71.05802316807171,Entire home/apt,,1,82,2025-12-02,3.22,43,198,37,STR-466828
1025555110634062758,Theatre District. Bost. Common. DnTown. LongTm.63,757253,1462528464270965620,Lee,,Downtown,42.3533868940093,-71.0635582269302,Entire home/apt,,29,89,2025-08-08,3.47,9,348,6,Exempt: This listing is a unit used for furnished institutional or business stays
1025714468952765101,Red Sox - Fenway. Longwood Medical. NEU. LongTrm09,757253,1462528464270965620,Lee,,Fenway,42.343913454583515,-71.10071764286766,Entire home/apt,,29,93,2025-01-11,3.64,9,364,4,Exempt: This listing is a unit used for furnished institutional or business stays
1026036520693800417,The Sabin: Balcony • Near T • Gym • W/D• Kitchen,416027128,1463648115903378942,Our House,,Brighton,42.3477,-71.14448,Entire home/apt,,1,88,2025-12-09,3.46,40,250,46,STR-569354
1026270309100118119,2nd floor Modern Apt,14338444,1462589887884049470,Jason,,Roslindale,42.28964365927628,-71.12413762465063,Entire home/apt,,3,7,2025-11-29,0.28,2,312,2,STR-544729
1026327739731782249,Ridgewood-9,351582312,1469681432539414292,Daniel,,Dorchester,42.30347,-71.06532,Private room,,29,17,2025-04-02,0.67,29,261,3,STR-545057
1026362161200989443,Ridgewood-X,351582312,1469681432539414292,Daniel,,Dorchester,42.30145,-71.06463,Private room,,29,18,2025-04-16,0.71,29,262,1,STR-545057
1026381874760153877,"Large 3 Bed, 2 Bath in North End; Near Waterfront",130680380,1468309000716951437,Jodie,,North End,42.365513031238535,-71.05496857134477,Entire home/apt,,1,105,2025-12-08,4.70,15,327,63,STR-476426
1026432267704226164,High-end 3BR 2BA unit in Seaport,163848078,1463027460596198880,Adam,,South Boston Waterfront,42.34966717309451,-71.04544281076248,Entire home/apt,,2,69,2025-11-11,2.85,35,307,36,Str-164996
1026603285534924595,Pefect Studio With Flexible Cancellations!,244600805,1469297947330247362,Bay Village,,Bay Village,42.348,-71.07093,Private room,,1,8,2025-11-10,0.38,20,289,4,STR-415222
1026605528170927879,Perfect Boston Studio,285344759,1469492597719438987,Bv,,Bay Village,42.3484186,-71.0698384,Entire home/apt,,1,19,2025-11-02,0.83,17,295,5,STR-415222
1026605989973295704,Gem Studio With Flexible Cancellations!,285344759,1469492597719438987,Bv,,Bay Village,42.348263,-71.069641,Private room,,1,9,2025-11-05,0.47,17,283,3,STR-415222
1026606296170848417,Private Studio in Boston's Bay Village!,285344759,1469492597719438987,Bv,,Bay Village,42.34837,-71.06989,Entire home/apt,,1,11,2025-11-16,0.54,17,361,7,STR-415222
1026608436659640687,"Bay VIllage Suite, Ready To Host!",285344759,1469492597719438987,Bv,,Bay Village,42.3485831,-71.0696013,Entire home/apt,,1,13,2025-10-05,0.56,17,341,3,STR-415225
1026608803166312816,Bay Village Suites: Looking Forward To Hosting You,285344759,1469492597719438987,Bv,,Bay Village,42.3485831,-71.0696013,Entire home/apt,,1,11,2025-11-09,0.44,17,348,6,STR-415225
1026972650759024099,Luxury 2BR 2BA Condo Fenway Boston Washer&Dryer in,163848078,1463027460596198880,Adam,,Fenway,42.34698,-71.10188,Entire home/apt,,4,20,2025-11-06,0.85,35,266,5,STR-473524
1029205665203211474,"Sunlit 1BR, Near Longwood Medical Hospitals",89227862,1465460976217419594,Paul,,Brighton,42.33908853765334,-71.14614327803156,Entire home/apt,,30,11,2025-12-13,0.56,10,354,3,Exempt: This listing is a unit used for furnished institutional or business stays
1029545665213050410,"Modern,0.2 mile to Northeastern, in unit laundry",89227862,1467081781703109609,Paul,,Roxbury,42.337738979566495,-71.08352599689171,Entire home/apt,,30,16,2024-08-31,0.74,10,228,0,Exempt: This listing is a unit used for furnished institutional or business stays
1029841788256905786,Central Beacon Hill 2brm,2006852,1462521630116987053,Jay,,West End,42.36142206052489,-71.06718317321649,Entire home/apt,,1,79,2025-11-28,3.26,16,338,32,STR-445052
1029880678955798326,Boston Studio w Off Street Parking,32918127,1462660163078028772,Luke,,Mission Hill,42.331826631963025,-71.09736513873773,Entire home/apt,,1,110,2025-11-25,4.33,3,203,47,STR-468749
1029937731887523436,Historic Modern Brownstone,72298155,1466893111479233531,Rebecca,,Roxbury,42.328316886559094,-71.09606372223317,Entire home/apt,,29,81,2025-08-05,3.34,2,357,26,STR-461707
1030938659386075468,"Blueground | South End, gym & w/d, nr groceries",107434423,1462889176402806013,Blueground,,South End,42.3462121,-71.0630079,Entire home/apt,,30,0,,,287,230,0,
1031483909607392893,Welcoming Private Studio for One!,244600805,1469297947330247362,Bay Village,,South End,42.34756,-71.07024,Private room,,1,19,2025-11-01,0.87,20,293,9,STR-415223
1033995652389074187,Duplex Beacon Hill 1brm,66533138,1462521630116987053,Valeriya,,West End,42.36194,-71.06897,Entire home/apt,,1,70,2025-12-07,2.92,1,356,35,STR-445054
1034145517976170721,Private Room with Bathroom Near Train -Boston,12102465,1462880145394092375,Jorge E,,West Roxbury,42.278400687430796,-71.17125314973755,Private room,,5,11,2025-10-25,0.53,1,360,5,STR-548111
1034827760518338192,Private 1st flr Charlestown Apt,22289025,1463176132414341972,Jeff,,Charlestown,42.37770359665365,-71.06133808177343,Entire home/apt,,1,5,2025-10-19,0.24,1,266,4,STR-544674
1034984412653027516,Luxurious 2BR 2BA unit in Fenway,163848078,1463027460596198880,Adam,,Longwood Medical Area,42.34108,-71.10539,Entire home/apt,,29,1,2024-02-17,0.04,35,339,0,STR-466119
1034985845805889041,Individual Bedroom 1,493644675,1463833499390042719,Tasha,,Dorchester,42.29247,-71.07625,Private room,,1,55,2025-11-06,2.36,3,352,23,STR-544890
1035386828305538842,III New apartment Luxury Boston,362014108,1469726693683283755,Jean- Luc,,Dorchester,42.30733500140108,-71.06698018804586,Entire home/apt,,3,26,2025-10-20,1.23,5,350,14,STR-547011
1035464589578010933,II New apartment Luxury inBoston,362014108,1469726693683283755,Jean- Luc,,Dorchester,42.30685358840152,-71.06593783681168,Entire home/apt,,3,38,2025-10-25,1.62,5,352,19,STR-547010
1035579679611233693,Lux 1BR w/ Amenities in Seaport,20857768,1463140474528738801,Compass,,South Boston Waterfront,42.350558867087905,-71.04369046697286,Entire home/apt,,9,9,2025-11-05,0.40,35,84,7,STR-575045
1035592065390102452,I New apartment Luxury in Boston,362014108,1469726693683283755,Jean- Luc,,Dorchester,42.30581260716941,-71.06562784951751,Entire home/apt,,3,49,2025-12-03,1.96,5,348,26,STR-547003
1035614722596471076,Brand New 1 BR | 1 BA on Charles St,9410008,1462813405226616143,Jason,,Beacon Hill,42.35862,-71.0707,Entire home/apt,,5,53,2025-11-12,2.25,16,253,25,STR-544867
1035728452970455562,Renovated 2BR | 1.5BA on Charles St,9410008,1462813405226616143,Jason,,Beacon Hill,42.360274242955406,-71.0700590179641,Entire home/apt,,3,53,2025-12-07,2.13,16,257,24,STR-544865
1036141923934827130,Modern Condo steps from Bunker Hill Monument,170761951,1468659830593288723,Debbie,,Charlestown,42.37537063838112,-71.06237702904673,Entire home/apt,,28,64,2025-12-20,2.64,1,271,4,STR-546196
1036342258423737388,"Couple Room, Pets Are Allowed | Historic Stay",495439249,1467843438231800144,RoomPicks,,Downtown,42.35104,-71.06971,Private room,,1,1,2023-12-10,0.04,3,176,0,Exempt: This listing is a hotel or motel
1036342753760669033,Spacious Room w/ Living Area | Downtown Stay,495439249,1467843438231800144,RoomPicks,,Downtown,42.35104,-71.06971,Private room,,1,0,,,3,26,0,Exempt: This listing is a hotel or motel
1036342933806513367,Spacious Suite w/ Private Terrace & Living Area,495439249,1467843438231800144,RoomPicks,,Downtown,42.35104,-71.06971,Private room,,1,0,,,3,25,0,Exempt: This listing is a hotel or motel
1036352598067186112,Marathon 5 minutes Away!  Large Garden Level Room,19604526,1463083664497620555,Irene,,Back Bay,42.3449329085284,-71.07987972069864,Private room,,4,5,2025-10-23,0.20,2,353,3,STR-398748
1036373792746050726,Awesome 2 BR near train,6775301,1462714969296882644,Cathy,,Roslindale,42.2898621,-71.1365866,Entire home/apt,,30,0,,,1,178,0,
1037711493098913889,Compact Studio - Longwood/Fenway,406353986,1469858479969261658,Cassandra And Mike,,Mission Hill,42.33406,-71.10538,Entire home/apt,,2,74,2025-12-15,3.01,19,149,44,STR-545178
